Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CA","CARREFOUR SA","Consumer Staples","Equity","2,218,262.74","0.01","2,218,262.74","80,111.00","80,111.00","27.69","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"FRU","FREEHOLD ROYALTIES LTD","Energy","Equity","2,217,232.68","0.01","2,217,232.68","125,409.00","125,409.00","17.68","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Feb 20, 1997"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","2,215,202.98","0.01","2,215,202.98","279,984.00","279,984.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","2,208,839.59","0.01","2,208,839.59","21,894.00","21,894.00","100.89","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","May 24, 2002"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","2,208,814.50","0.01","2,208,814.50","1,609,184.00","1,609,184.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","2,202,426.03","0.01","2,202,426.03","375,061.00","375,061.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"5016","JX ADVANCED METALS CORP","Materials","Equity","2,190,092.43","0.01","2,190,092.43","66,996.00","66,996.00","32.69","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 19, 2025"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","2,188,532.75","0.01","2,188,532.75","171,784.00","171,784.00","12.74","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","2,180,864.94","0.01","2,180,864.94","94,814.00","94,814.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"DPLM","DIPLOMA PLC","Industrials","Equity","2,177,284.63","0.01","2,177,284.63","17,167.00","17,167.00","126.83","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 8, 1985"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","2,172,879.34","0.01","2,172,879.34","625,595.00","625,595.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"RBA","RB GLOBAL INC","Industrials","Equity","2,168,087.99","0.01","2,168,087.99","237,002.00","237,002.00","-","Canada","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"3037","UNIMICRON TECHNOLOGY CORP","Information Technology","Equity","2,167,446.41","0.01","2,167,446.41","60,713.00","60,713.00","35.70","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Sep 8, 1999"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","2,163,296.63","0.01","2,163,296.63","523,280.00","523,280.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Sep 1, 2017"
"VTRS","VIATRIS INC","Health Care","Equity","2,163,296.63","0.01","2,163,296.63","1,490,535.00","1,490,535.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","2,157,706.72","0.01","2,157,706.72","664,143.00","664,143.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"HPQ","HP INC","Information Technology","Equity","2,155,311.04","0.01","2,155,311.04","1,169,011.00","1,169,011.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 6, 2002"
"TELIA","TELIA COMPANY","Communication","Equity","2,150,643.92","0.01","2,150,643.92","288,290.00","288,290.00","7.46","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Jun 13, 2000"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","2,150,519.69","0.01","2,150,519.69","79,242.00","79,242.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 2, 2013"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","2,145,069.23","0.01","2,145,069.23","86,251.00","86,251.00","24.87","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Dec 12, 1989"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","2,143,332.66","0.01","2,143,332.66","198,687.00","198,687.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Aug 11, 2005"
"METSO","METSO CORPORATION","Industrials","Equity","2,141,958.04","0.01","2,141,958.04","87,213.00","87,213.00","24.56","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 10, 2006"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","2,141,862.72","0.01","2,141,862.72","13,908.00","13,908.00","154.00","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","2,138,541.30","0.01","2,138,541.30","312,545.00","312,545.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 17, 1995"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","2,137,625.51","0.01","2,137,625.51","74,018.00","74,018.00","28.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"ENTG","ENTEGRIS INC","Information Technology","Equity","2,136,944.18","0.01","2,136,944.18","191,283.00","191,283.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 11, 2000"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","2,136,944.18","0.01","2,136,944.18","176,058.00","176,058.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 9, 1989"
"ASRNL","ASR NEDERLAND NV","Financials","Equity","2,133,485.11","0.01","2,133,485.11","20,123.00","20,123.00","106.02","Netherlands","Euronext Amsterdam","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 10, 2016"
"9532","OSAKA GAS LTD","Utilities","Equity","2,130,922.88","0.01","2,130,922.88","42,764.00","42,764.00","49.83","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"EVRG","EVERGY INC","Utilities","Equity","2,130,555.71","0.01","2,130,555.71","292,796.00","292,796.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 1981"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","2,129,073.43","0.01","2,129,073.43","186,925.00","186,925.00","11.39","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jan 2, 1985"
"6988","NITTO DENKO CORP","Materials","Equity","2,120,970.09","0.01","2,120,970.09","82,081.00","82,081.00","25.84","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Equity","2,120,819.95","0.01","2,120,819.95","133,637.00","133,637.00","15.87","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 2, 2004"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","2,120,174.44","0.01","2,120,174.44","170,898.00","170,898.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 31, 2007"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","2,116,181.65","0.01","2,116,181.65","333,687.00","333,687.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"LYC","LYNAS RARE EARTHS LTD","Materials","Equity","2,114,942.57","0.01","2,114,942.57","117,106.00","117,106.00","18.06","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Mar 9, 1988"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","2,114,584.53","0.01","2,114,584.53","324,694.00","324,694.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","2,111,390.29","0.01","2,111,390.29","12,235.00","12,235.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 22, 1986"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","2,110,143.64","0.01","2,110,143.64","237,095.00","237,095.00","8.90","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","2,109,573.34","0.01","2,109,573.34","33,123.00","33,123.00","63.69","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Sep 23, 2004"
"1801","TAISEI CORP","Industrials","Equity","2,109,429.62","0.01","2,109,429.62","17,857.00","17,857.00","118.13","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"BN4","KEPPEL LTD","Industrials","Equity","2,108,330.09","0.01","2,108,330.09","190,111.00","190,111.00","11.09","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Jan 2, 1985"
"FTV","FORTIVE CORP","Industrials","Equity","2,102,606.14","0.01","2,102,606.14","407,114.00","407,114.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","2,101,807.58","0.01","2,101,807.58","361,174.00","361,174.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"RDDT","REDDIT INC CLASS A","Communication","Equity","2,101,807.58","0.01","2,101,807.58","163,739.00","163,739.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 21, 2024"
"CPU","COMPUTERSHARE LTD","Industrials","Equity","2,100,903.78","0.01","2,100,903.78","63,818.00","63,818.00","32.92","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jun 7, 1994"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","2,095,419.11","0.01","2,095,419.11","112,332.00","112,332.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 28, 2000"
"AGS","AGEAS SA","Financials","Equity","2,091,957.36","0.01","2,091,957.36","19,340.00","19,340.00","108.17","Belgium","Nyse Euronext - Euronext Brussels","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 24, 1987"
"NXT","NEXTPOWER INC CLASS A","Industrials","Equity","2,090,627.76","0.01","2,090,627.76","190,526.00","190,526.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 10, 2023"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","2,088,053.16","0.01","2,088,053.16","41,653.00","41,653.00","50.13","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"9766","KONAMI GROUP CORP","Communication","Equity","2,085,954.34","0.01","2,085,954.34","11,925.00","11,925.00","174.92","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 12, 1987"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","2,084,677.77","0.01","2,084,677.77","161,103.00","161,103.00","12.94","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"PMZ.UN","PRIMARIS REAL ESTATE INVESTMENT UN","Real Estate","Equity","2,083,290.79","0.01","2,083,290.79","108,788.00","108,788.00","19.15","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jan 5, 2022"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","2,082,698.34","0.01","2,082,698.34","19,270.00","19,270.00","108.08","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Sep 12, 1996"
"IONQ","IONQ INC","Information Technology","Equity","2,081,843.61","0.01","2,081,843.61","453,476.00","453,476.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 4, 2021"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","2,081,045.05","0.01","2,081,045.05","65,660.00","65,660.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Sep 16, 1994"
"ENLT","ENLIGHT RENEWABLE ENERGY LTD","Utilities","Equity","2,075,904.73","0.01","2,075,904.73","17,182.00","17,182.00","120.82","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","May 3, 1996"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","2,066,161.90","0.01","2,066,161.90","97,737.00","97,737.00","21.14","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","2,065,073.86","0.01","2,065,073.86","116,478.00","116,478.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 12, 2010"
"SNA","SNAP ON INC","Industrials","Equity","2,065,073.86","0.01","2,065,073.86","64,967.00","64,967.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","2,056,943.12","0.01","2,056,943.12","11,305.00","11,305.00","181.95","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","Jan 2, 1990"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","2,046,707.00","0.01","2,046,707.00","328,079.00","328,079.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 28, 2010"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","2,043,512.77","0.01","2,043,512.77","104,370.00","104,370.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 9, 1998"
"SIA","SIENNA SENIOR LIVING INC","Health Care","Equity","2,030,702.87","0.01","2,030,702.87","91,186.00","91,186.00","22.27","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"CURA","CURALEAF HLDGS SUBORDINATE VOTING","Health Care","Equity","2,027,556.58","0.01","2,027,556.58","444,640.00","444,640.00","4.56","United States","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Oct 22, 2015"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","2,027,051.16","0.01","2,027,051.16","125.00","125.00","16,234.05","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","Jan 4, 1990"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","2,026,124.35","0.01","2,026,124.35","19,285.00","19,285.00","105.06","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 3, 1990"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","2,025,024.41","0.01","2,025,024.41","74,945.00","74,945.00","27.02","New Zealand","New Zealand Exchange Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NZD","-","Jan 2, 1985"
"CDE","COEUR MINING INC","Materials","Equity","2,021,153.11","0.01","2,021,153.11","1,303,145.00","1,303,145.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"L","LOEWS CORP","Financials","Equity","2,016,361.76","0.01","2,016,361.76","211,839.00","211,839.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"RGLD","ROYAL GOLD INC","Materials","Equity","2,016,361.76","0.01","2,016,361.76","103,315.00","103,315.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"CNA","CENTRICA PLC","Utilities","Equity","2,008,659.84","0.01","2,008,659.84","557,961.00","557,961.00","3.60","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Feb 10, 1997"
"RBC","RBC BEARINGS INC","Industrials","Equity","2,008,376.17","0.01","2,008,376.17","40,191.00","40,191.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Aug 10, 2005"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","2,007,730.70","0.01","2,007,730.70","20,855.00","20,855.00","96.27","Hong Kong","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 31, 1991"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","2,005,181.93","0.01","2,005,181.93","282,585.00","282,585.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 26, 2016"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","2,001,987.69","0.01","2,001,987.69","680,494.00","680,494.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"AGN","AEGON LTD","Financials","Equity","2,000,486.19","0.01","2,000,486.19","170,254.00","170,254.00","11.75","Netherlands","Euronext Amsterdam","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"KMP.UN","KILLAM APARTMENT REIT UNITS CLASS","Real Estate","Equity","1,994,295.85","0.01","1,994,295.85","111,227.00","111,227.00","17.93","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 21, 2000"
"BVI","BUREAU VERITAS SA","Industrials","Equity","1,990,794.34","0.01","1,990,794.34","46,073.00","46,073.00","43.21","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 24, 2007"
"SY1","SYMRISE AG","Materials","Equity","1,990,729.35","0.01","1,990,729.35","16,462.00","16,462.00","120.93","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Dec 11, 2006"
"8795","T&D HOLDINGS INC","Financials","Equity","1,987,887.68","0.01","1,987,887.68","55,512.00","55,512.00","35.81","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 1, 2004"
"SGE","THE SAGE GROUP PLC","Information Technology","Equity","1,978,413.12","0.01","1,978,413.12","119,469.00","119,469.00","16.56","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","1,977,913.81","0.01","1,977,913.81","48,289.00","48,289.00","40.96","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 17, 2001"
"MFI","MAPLE LEAF FOODS INC","Consumer Staples","Equity","1,977,665.48","0.01","1,977,665.48","68,172.00","68,172.00","29.01","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","1,977,232.36","0.01","1,977,232.36","258,889.00","258,889.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"BNZL","BUNZL","Industrials","Equity","1,975,165.96","0.01","1,975,165.96","43,990.00","43,990.00","44.90","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"ZS","ZSCALER INC","Information Technology","Equity","1,974,836.68","0.01","1,974,836.68","129,379.00","129,379.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 16, 2018"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","1,964,455.42","0.01","1,964,455.42","132,606.00","132,606.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Sep 21, 2000"
"AMCR","AMCOR PLC","Materials","Equity","1,960,462.62","0.01","1,960,462.62","588,326.00","588,326.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","1,959,664.06","0.01","1,959,664.06","97,082.00","97,082.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 25, 2003"
"SVT","SEVERN TRENT PLC","Utilities","Equity","1,957,921.07","0.01","1,957,921.07","34,434.00","34,434.00","56.86","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Dec 12, 1989"
"PTC","PTC INC","Information Technology","Equity","1,955,671.27","0.01","1,955,671.27","151,052.00","151,052.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 8, 1989"
"BRO","BROWN & BROWN INC","Financials","Equity","1,946,887.12","0.01","1,946,887.12","387,432.00","387,432.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"7453","RYOHIN KEIKAKU LTD","Consumer Discretionary","Equity","1,935,419.27","0.01","1,935,419.27","63,854.00","63,854.00","30.31","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 3, 1995"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","1,934,908.73","0.01","1,934,908.73","148,231.00","148,231.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 22, 2007"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","1,934,853.81","0.01","1,934,853.81","142,478.00","142,478.00","13.58","Thailand","Stock Exchange Of Thailand","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","THB","-","Aug 20, 2001"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","1,928,520.26","0.01","1,928,520.26","178,803.00","178,803.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 8, 1999"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","1,927,721.70","0.01","1,927,721.70","80,107.00","80,107.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 7, 1994"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","1,922,930.34","0.01","1,922,930.34","235,136.00","235,136.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 7, 1995"
"MOWI","MOWI","Consumer Staples","Equity","1,920,655.29","0.01","1,920,655.29","64,043.00","64,043.00","29.99","Norway","Oslo Bors Asa","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NOK","-","Jul 4, 1997"
"SCR","STRATHCONA RESOURCES LTD","Energy","Equity","1,918,784.98","0.01","1,918,784.98","39,311.00","39,311.00","48.81","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Nov 10, 2009"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","1,917,537.18","0.01","1,917,537.18","41,868.00","41,868.00","45.80","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 14, 1985"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Equity","1,916,475.24","0.01","1,916,475.24","763,536.00","763,536.00","2.51","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Jun 17, 1992"
"TEN","TENARIS SA","Energy","Equity","1,915,099.09","0.01","1,915,099.09","45,794.00","45,794.00","41.82","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"SIG","SIGMA HEALTHCARE LTD","Health Care","Equity","1,905,802.67","0.01","1,905,802.67","683,083.00","683,083.00","2.79","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Oct 30, 2002"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","1,897,193.26","0.01","1,897,193.26","134,362.00","134,362.00","14.12","Saudi Arabia","Saudi Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SAR","-","Nov 12, 2014"
"857","PETROCHINA LTD H","Energy","Equity","1,894,149.74","0.01","1,894,149.74","966,403.00","966,403.00","1.96","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Apr 7, 2000"
