Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","31,740,182.51","0.18","31,740,182.51","516,101.00","516,101.00","61.50","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"TTE","TOTALENERGIES","Energy","Equity","31,485,032.81","0.18","31,485,032.81","247,699.00","247,699.00","127.11","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"MRK","MERCK & CO INC","Health Care","Equity","31,178,941.97","0.18","31,178,941.97","3,153,749.00","3,153,749.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"SAN","BANCO SANTANDER","Financials","Equity","31,071,775.22","0.18","31,071,775.22","1,832,062.00","1,832,062.00","16.96","Spain","Bolsa De Madrid","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","30,772,475.39","0.17","30,772,475.39","1,153,647.00","1,153,647.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"GEV","GE VERNOVA INC","Industrials","Equity","30,728,554.63","0.17","30,728,554.63","342,816.00","342,816.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"7203","TOYOTA MOTOR CORP","Consumer Discretionary","Equity","30,084,279.27","0.17","30,084,279.27","1,182,093.00","1,182,093.00","25.45","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","29,213,265.40","0.16","29,213,265.40","387,701.00","387,701.00","75.35","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 19, 1989"
"ALV","ALLIANZ","Financials","Equity","29,209,723.68","0.16","29,209,723.68","47,431.00","47,431.00","615.83","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"SU","SCHNEIDER ELECTRIC","Industrials","Equity","28,892,245.05","0.16","28,892,245.05","68,389.00","68,389.00","422.47","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"BCE","BCE INC","Communication","Equity","28,445,122.15","0.16","28,445,122.15","855,750.00","855,750.00","33.24","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"ABBN","ABB LTD","Industrials","Equity","27,756,695.76","0.16","27,756,695.76","195,483.00","195,483.00","141.99","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","Jan 2, 1985"
"ENR","SIEMENS ENERGY N AG","Industrials","Equity","26,905,139.79","0.15","26,905,139.79","96,666.00","96,666.00","278.33","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"KLAC","KLA CORP","Information Technology","Equity","26,663,888.75","0.15","26,663,888.75","166,589.00","166,589.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"MS","MORGAN STANLEY","Financials","Equity","26,446,680.68","0.15","26,446,680.68","1,528,470.00","1,528,470.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 23, 1993"
"LIN","LINDE PLC","Materials","Equity","26,285,371.73","0.15","26,285,371.73","593,012.00","593,012.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"RTX","RTX CORP","Industrials","Equity","26,100,106.02","0.15","26,100,106.02","1,706,153.00","1,706,153.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"WFC","WELLS FARGO","Financials","Equity","26,061,775.18","0.15","26,061,775.18","3,929,329.00","3,929,329.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"UBSG","UBS GROUP AG","Financials","Equity","25,505,674.23","0.14","25,505,674.23","395,989.00","395,989.00","64.41","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","Nov 28, 2014"
"IMO","IMPERIAL OIL LTD","Energy","Equity","25,297,038.28","0.14","25,297,038.28","137,596.00","137,596.00","183.85","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"IBE","IBERDROLA SA","Utilities","Equity","25,121,452.61","0.14","25,121,452.61","802,602.00","802,602.00","31.30","Spain","Bolsa De Madrid","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"NOVO B","NOVO NORDISK CLASS B","Health Care","Equity","24,755,050.25","0.14","24,755,050.25","401,737.00","401,737.00","61.62","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","May 17, 1974"
"BATS","BRITISH AMERICAN TOBACCO","Consumer Staples","Equity","24,538,613.75","0.14","24,538,613.75","271,715.00","271,715.00","90.31","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"RBA","RB GLOBAL INC","Industrials","Equity","24,469,565.07","0.14","24,469,565.07","170,460.00","170,460.00","143.55","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jan 27, 2004"
"T","TELUS","Communication","Equity","24,264,607.01","0.14","24,264,607.01","1,421,477.00","1,421,477.00","17.07","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"6501","HITACHI LTD","Industrials","Equity","24,263,549.85","0.14","24,263,549.85","571,445.00","571,445.00","42.46","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"C","CITIGROUP INC","Financials","Equity","24,249,046.00","0.14","24,249,046.00","2,220,554.00","2,220,554.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 29, 1986"
"QCOM","QUALCOMM INC","Information Technology","Equity","24,031,039.36","0.14","24,031,039.36","1,356,330.00","1,356,330.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 13, 1991"
"6758","SONY GROUP CORP","Consumer Discretionary","Equity","23,929,913.62","0.13","23,929,913.62","767,230.00","767,230.00","31.19","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrials","Equity","23,682,165.29","0.13","23,682,165.29","1,047,420.00","1,047,420.00","22.61","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Sep 10, 1987"
"WSP","WSP GLOBAL INC","Industrials","Equity","23,638,046.63","0.13","23,638,046.63","123,714.00","123,714.00","191.07","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","May 25, 2006"
"LUN","LUNDIN MINING CORP","Materials","Equity","23,516,689.88","0.13","23,516,689.88","619,676.00","619,676.00","37.95","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Mar 1, 1996"
"MC","LVMH","Consumer Discretionary","Equity","23,481,568.21","0.13","23,481,568.21","31,040.00","31,040.00","756.49","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 3, 1987"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","23,389,796.39","0.13","23,389,796.39","1,188,197.00","1,188,197.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"700","TENCENT HOLDINGS LTD","Communication","Equity","23,302,429.37","0.13","23,302,429.37","291,828.00","291,828.00","79.85","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jun 16, 2004"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Financials","Equity","23,258,825.59","0.13","23,258,825.59","457,131.00","457,131.00","50.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Nov 29, 2002"
"SNDK","SANDISK CORP","Information Technology","Equity","22,872,330.09","0.13","22,872,330.09","187,734.00","187,734.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","22,843,834.15","0.13","22,843,834.15","345,909.00","345,909.00","66.04","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Nov 29, 2022"
"BIP.UN","BROOKFIELD INFRASTRUCTURE PARTNERS","Utilities","Equity","22,778,661.08","0.13","22,778,661.08","422,845.00","422,845.00","53.87","Bermuda","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Sep 10, 2009"
"TOU","TOURMALINE OIL CORP","Energy","Equity","22,673,934.71","0.13","22,673,934.71","337,661.00","337,661.00","67.15","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Nov 23, 2010"
"PEP","PEPSICO INC","Consumer Staples","Equity","22,671,093.19","0.13","22,671,093.19","1,735,715.00","1,735,715.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"BBD.B","BOMBARDIER INC CLASS B","Industrials","Equity","22,605,165.88","0.13","22,605,165.88","79,857.00","79,857.00","283.07","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","22,391,597.50","0.13","22,391,597.50","5,352,080.00","5,352,080.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","22,286,386.64","0.13","22,286,386.64","55,884.00","55,884.00","398.80","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","22,215,914.50","0.13","22,215,914.50","906,014.00","906,014.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","22,149,634.09","0.12","22,149,634.09","1,026,399.00","1,026,399.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 20, 2012"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Equity","22,136,344.63","0.12","22,136,344.63","712,009.00","712,009.00","31.09","Spain","Bolsa De Madrid","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 19, 1988"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","22,061,307.88","0.12","22,061,307.88","620,397.00","620,397.00","35.56","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","Mar 1, 1996","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","21,604,218.22","0.12","21,604,218.22","620,362.00","620,362.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"ULVR","UNILEVER PLC","Consumer Staples","Equity","21,508,905.74","0.12","21,508,905.74","272,024.00","272,024.00","79.07","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"DTE","DEUTSCHE TELEKOM N AG","Communication","Equity","21,364,929.99","0.12","21,364,929.99","458,869.00","458,869.00","46.56","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 18, 1996"
"6857","ADVANTEST CORP","Information Technology","Equity","21,182,585.68","0.12","21,182,585.68","95,555.00","95,555.00","221.68","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","20,900,328.35","0.12","20,900,328.35","385,402.00","385,402.00","54.23","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"AIR","AIRBUS GROUP","Industrials","Equity","20,515,383.78","0.12","20,515,383.78","74,116.00","74,116.00","276.80","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 4, 1999"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","20,487,832.58","0.12","20,487,832.58","2,652,911.00","2,652,911.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"DIS","WALT DISNEY","Communication","Equity","20,465,472.93","0.12","20,465,472.93","2,247,529.00","2,247,529.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"BP.","BP PLC","Energy","Equity","20,435,216.20","0.12","20,435,216.20","1,963,037.00","1,963,037.00","10.41","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materials","Equity","20,427,753.31","0.12","20,427,753.31","72,275.00","72,275.00","282.64","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"9984","SOFTBANK GROUP CORP","Communication","Equity","20,187,428.71","0.11","20,187,428.71","463,121.00","463,121.00","43.59","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jul 25, 1994"
"UCG","UNICREDIT","Financials","Equity","20,177,835.17","0.11","20,177,835.17","174,866.00","174,866.00","115.39","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 11, 2005"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","20,124,993.59","0.11","20,124,993.59","240,701.00","240,701.00","83.61","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"SAF","SAFRAN SA","Industrials","Equity","20,006,437.79","0.11","20,006,437.79","44,355.00","44,355.00","451.05","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"EMA","EMERA INC","Utilities","Equity","20,001,389.49","0.11","20,001,389.49","277,104.00","277,104.00","72.18","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Oct 9, 1992"
"RIO","RIO TINTO PLC","Materials","Equity","19,861,112.72","0.11","19,861,112.72","140,819.00","140,819.00","141.04","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Oct 23, 1987"
"AMGN","AMGEN INC","Health Care","Equity","19,822,632.84","0.11","19,822,632.84","683,320.00","683,320.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"TJX","TJX INC","Consumer Discretionary","Equity","19,669,309.49","0.11","19,669,309.49","1,412,097.00","1,412,097.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"T","AT&T INC","Communication","Equity","19,439,324.47","0.11","19,439,324.47","8,912,635.00","8,912,635.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"BA","BOEING","Industrials","Equity","19,378,633.97","0.11","19,378,633.97","996,841.00","996,841.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"1299","AIA GROUP LTD","Financials","Equity","19,370,373.67","0.11","19,370,373.67","1,310,580.00","1,310,580.00","14.78","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Oct 29, 2010"
"GWO","GREAT WEST LIFECO INC","Financials","Equity","18,967,160.34","0.11","18,967,160.34","240,853.00","240,853.00","78.75","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Dec 18, 1989"
"8058","MITSUBISHI CORP","Industrials","Equity","18,906,133.77","0.11","18,906,133.77","402,002.00","402,002.00","47.03","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","18,876,340.29","0.11","18,876,340.29","477,565.00","477,565.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"WCP","WHITECAP RESOURCES INC","Energy","Equity","18,789,170.45","0.11","18,789,170.45","1,115,084.00","1,115,084.00","16.85","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jan 15, 2002"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","18,758,309.97","0.11","18,758,309.97","310,568.00","310,568.00","60.40","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 12, 2003"
"CRM","SALESFORCE INC","Information Technology","Equity","18,727,009.74","0.11","18,727,009.74","1,188,523.00","1,188,523.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 23, 2004"
"AXP","AMERICAN EXPRESS","Financials","Equity","18,471,470.82","0.10","18,471,470.82","681,454.00","681,454.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","18,406,022.56","0.10","18,406,022.56","67,053.00","67,053.00","274.50","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","May 5, 1989"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","18,270,873.83","0.10","18,270,873.83","18,254.00","18,254.00","1,000.93","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","May 16, 1985"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","18,202,356.40","0.10","18,202,356.40","320,020.00","320,020.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 12, 2019"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","18,199,960.72","0.10","18,199,960.72","276,970.00","276,970.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"9988","ALIBABA GROUP HOLDING LTD","Consumer Discretionary","Equity","18,174,975.12","0.10","18,174,975.12","785,435.00","785,435.00","23.14","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","18,109,723.54","0.10","18,109,723.54","1,108,113.00","1,108,113.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","18,023,479.16","0.10","18,023,479.16","1,576,327.00","1,576,327.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 22, 1992"
"BNP","BNP PARIBAS SA","Financials","Equity","17,871,806.25","0.10","17,871,806.25","125,372.00","125,372.00","142.55","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 19, 1993"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","17,816,791.10","0.10","17,816,791.10","508,325.00","508,325.00","35.05","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
